,anyo,mes,mes_n,producto,volumen,precio,valor,penetracion,consumo_per_capita,gasto_per_capita,tipo,time
0,2018,Febrero,2,PATATAS PROCESADAS,9602.73,5.052777777777779,49029.26,41.50833333333335,0.09388888888888887,0.4755555555555556,hortaliza-envasada,2018-Febrero
0,2018,Febrero,2,TOMATES,74418.61,1.6311111111111107,120500.84,73.65833333333333,0.7338888888888888,1.1972222222222222,hortaliza,2018-Febrero
0,2018,Febrero,2,CEBOLLAS,48388.92,1.0694444444444446,51848.21,64.39944444444444,0.5205555555555557,0.5594444444444445,hortaliza,2018-Febrero
0,2018,Febrero,2,AJOS,5065.44,4.51,21596.17,34.29055555555556,0.05222222222222223,0.23222222222222225,hortaliza,2018-Febrero
0,2018,Febrero,2,COLES,12904.97,1.1,14270.1,20.54388888888889,0.13944444444444445,0.15555555555555556,hortaliza,2018-Febrero
0,2018,Febrero,2,PEPINOS,7805.01,1.6716666666666666,12814.61,20.48944444444444,0.07833333333333334,0.12666666666666665,hortaliza,2018-Febrero
0,2018,Febrero,2,JUDIAS VERDES,12844.8,3.0744444444444445,37696.02,32.63055555555556,0.1283333333333333,0.38,hortaliza,2018-Febrero
0,2018,Febrero,2,PIMIENTOS,29653.32,1.9411111111111117,56604.07,59.454444444444455,0.31555555555555553,0.6144444444444445,hortaliza,2018-Febrero
0,2018,Febrero,2,CHAMPIÑONES+O.SETAS,11410.53,3.4411111111111112,39916.62999999998,40.93444444444444,0.12833333333333333,0.4361111111111111,hortaliza,2018-Febrero
0,2018,Febrero,2,LECHUGA/ESC./ENDIVIA,21945.34,2.8044444444444436,61306.58000000001,55.64833333333333,0.2544444444444445,0.7005555555555556,hortaliza,2018-Febrero
0,2018,Febrero,2,ESPARRAGOS,4305.29,2.687222222222222,11751.179999999997,8.292777777777777,0.040000000000000015,0.105,hortaliza,2018-Febrero
0,2018,Febrero,2,VERDURAS DE HOJA,11025.19,2.2855555555555562,24675.48,25.383888888888887,0.12,0.2561111111111111,hortaliza,2018-Febrero
0,2018,Febrero,2,BERENJENAS,8939.52,1.735,15057.54,24.71833333333333,0.085,0.14222222222222222,hortaliza,2018-Febrero
0,2018,Febrero,2,ZANAHORIAS,24845.74,0.8333333333333333,20783.94,54.646111111111104,0.27444444444444444,0.22944444444444445,hortaliza,2018-Febrero
0,2018,Febrero,2,CALABACINES,27381.140000000007,1.4533333333333334,40132.960000000014,50.38166666666666,0.2938888888888889,0.4288888888888889,hortaliza,2018-Febrero
0,2018,Febrero,2,OTR.HORTALIZAS/VERD.,97781.99,1.961666666666667,189450.24,79.78888888888888,1.0383333333333329,2.017777777777777,hortaliza,2018-Febrero
0,2018,Febrero,2,BROCOLI,12399.19,1.545,18081.07,23.38166666666667,0.13222222222222224,0.19444444444444445,hortaliza,2018-Febrero
0,2018,Febrero,2,ALCACHOFAS,19351.6,1.825555555555556,34290.210000000014,24.45166666666667,0.17944444444444446,0.3111111111111111,hortaliza,2018-Febrero
0,2018,Febrero,2,VERD./HORT. IV GAMA,43930.52,2.625555555555556,113880.98,63.33666666666667,0.4627777777777778,1.2055555555555555,hortaliza-envasada,2018-Febrero
0,2018,Febrero,2,NARANJAS,175431.66,0.9288888888888888,162736.78,58.43500000000001,2.0116666666666667,1.8727777777777772,fruta,2018-Febrero
0,2018,Febrero,2,MANDARINAS,66953.4,1.5477777777777777,104938.2,53.91277777777778,0.7383333333333335,1.148888888888889,fruta,2018-Febrero
0,2018,Febrero,2,LIMONES,15279.819999999998,1.5405555555555557,23639.99,33.24333333333333,0.18,0.27555555555555555,fruta,2018-Febrero
0,2018,Febrero,2,PLATANOS,95698.0,1.4638888888888888,140886.22,79.895,1.0533333333333337,1.5472222222222225,fruta,2018-Febrero
0,2018,Febrero,2,MANZANAS,75612.31,1.4488888888888891,110077.0,65.10333333333332,0.8561111111111112,1.2411111111111108,fruta,2018-Febrero
0,2018,Febrero,2,PERAS,38960.7,1.4855555555555555,58158.47000000001,48.02666666666667,0.4266666666666665,0.635,fruta,2018-Febrero
0,2018,Febrero,2,MELOCOTONES,283.13999999999993,2.1177777777777784,803.3599999999999,0.6911111111111111,0.0016666666666666663,0.006666666666666665,fruta,2018-Febrero
0,2018,Febrero,2,NECTARINAS,903.7100000000003,2.0172222222222222,1755.85,1.8411111111111107,0.011111111111111113,0.022222222222222227,fruta,2018-Febrero
0,2018,Febrero,2,ALBARICOQUES,469.26999999999987,1.2749999999999997,1060.9,0.8477777777777779,0.01,0.024444444444444446,fruta,2018-Febrero
0,2018,Febrero,2,FRESAS/FRESON,31156.29,3.4022222222222225,103722.13,47.24444444444444,0.34,1.1477777777777778,hortaliza,2018-Febrero
0,2018,Febrero,2,MELON,10479.910000000002,1.4805555555555556,13617.61,7.143333333333333,0.08833333333333332,0.12277777777777778,fruta,2018-Febrero
0,2018,Febrero,2,SANDIA,670.93,1.0655555555555554,844.7,0.7388888888888888,0.0066666666666666645,0.007222222222222224,hortaliza,2018-Febrero
0,2018,Febrero,2,CIRUELAS,1430.6999999999996,2.8422222222222224,4510.91,4.85888888888889,0.01333333333333333,0.04111111111111111,fruta,2018-Febrero
0,2018,Febrero,2,CEREZAS,532.22,2.541111111111112,1954.33,1.0511111111111109,0.004999999999999999,0.017222222222222222,fruta,2018-Febrero
0,2018,Febrero,2,UVAS,4329.52,3.810555555555556,16078.7,10.995,0.043888888888888894,0.17055555555555554,fruta,2018-Febrero
0,2018,Febrero,2,KIWI,21680.419999999995,2.7894444444444444,59103.59,37.079444444444434,0.2461111111111111,0.6872222222222222,fruta,2018-Febrero
0,2018,Febrero,2,AGUACATE,8172.339999999998,3.406111111111111,27157.630000000005,21.86333333333333,0.08611111111111111,0.2905555555555556,fruta,2018-Febrero
0,2018,Febrero,2,PIÑA,12581.48,1.5761111111111117,19942.41,16.323888888888884,0.1438888888888889,0.2233333333333333,fruta,2018-Febrero
0,2018,Febrero,2,OTRAS FRUTAS FRESCAS,16068.95,2.65611111111111,42604.60000000001,27.84111111111111,0.16444444444444445,0.4311111111111111,frutas,2018-Febrero
0,2018,Febrero,2,POMELO,2307.17,1.6966666666666668,3805.62,3.728888888888889,0.025,0.04222222222222223,fruta,2018-Febrero
0,2018,Febrero,2,CHIRIMOYA,0.0,0.0,0.0,0.0,0.0,0.0,fruta,2018-Febrero
0,2018,Febrero,2,FRUTAS IV GAMA,26309.67,1.7416666666666665,46742.45,27.06111111111111,0.2944444444444445,0.5077777777777777,fruta-envasada,2018-Febrero
0,2018,Marzo,3,PATATAS FRESCAS,158599.47,0.7038888888888888,112224.5,65.40722222222222,1.7716666666666667,1.2583333333333335,hortaliza,2018-Marzo
0,2018,Marzo,3,PATATAS CONGELADAS,8541.46,1.2583333333333333,10773.03,11.522777777777776,0.08611111111111112,0.10833333333333334,hortaliza,2018-Marzo
0,2018,Marzo,3,PATATAS PROCESADAS,11363.26,5.412777777777778,61766.75000000001,45.79111111111111,0.11166666666666668,0.6044444444444443,hortaliza-envasada,2018-Marzo
0,2018,Marzo,3,TOMATES,86959.59999999998,1.6394444444444445,139150.58000000002,76.11555555555556,0.8700000000000001,1.4194444444444447,hortaliza,2018-Marzo
0,2018,Marzo,3,CEBOLLAS,54922.78000000001,1.105,59916.05,68.46055555555556,0.5950000000000001,0.66,hortaliza,2018-Marzo
0,2018,Marzo,3,AJOS,5980.170000000001,4.226666666666667,24553.21,40.09166666666667,0.0638888888888889,0.2666666666666667,hortaliza,2018-Marzo
0,2018,Marzo,3,COLES,12276.840000000002,1.1572222222222222,13761.64,20.189444444444444,0.12444444444444445,0.1383333333333333,hortaliza,2018-Marzo
0,2018,Marzo,3,PEPINOS,10108.009999999998,1.5599999999999998,15295.62,21.163333333333334,0.09944444444444443,0.1527777777777778,hortaliza,2018-Marzo
0,2018,Marzo,3,JUDIAS VERDES,13606.57,2.950555555555556,40330.51,29.33166666666667,0.14277777777777778,0.4166666666666667,hortaliza,2018-Marzo
0,2018,Marzo,3,PIMIENTOS,36036.59,1.9038888888888887,67923.54,64.51277777777779,0.3911111111111111,0.7466666666666666,hortaliza,2018-Marzo
0,2018,Marzo,3,CHAMPIÑONES+O.SETAS,11180.68,3.760555555555555,41160.97,39.64666666666667,0.12055555555555557,0.4438888888888888,hortaliza,2018-Marzo
0,2018,Marzo,3,LECHUGA/ESC./ENDIVIA,25005.79,2.881111111111112,71895.62,58.95166666666668,0.28611111111111104,0.8016666666666666,hortaliza,2018-Marzo
0,2018,Marzo,3,ESPARRAGOS,5931.53,3.2394444444444437,13933.11,10.436111111111114,0.05111111111111112,0.1388888888888889,hortaliza,2018-Marzo
0,2018,Marzo,3,VERDURAS DE HOJA,12379.32,2.3033333333333332,28538.72,27.151666666666664,0.13,0.2816666666666666,hortaliza,2018-Marzo
0,2018,Marzo,3,BERENJENAS,11370.45,1.57,17626.730000000003,27.075555555555553,0.10333333333333332,0.1638888888888889,hortaliza,2018-Marzo
0,2018,Marzo,3,ZANAHORIAS,26051.67,0.8644444444444443,22985.53,54.38111111111111,0.28944444444444445,0.25,hortaliza,2018-Marzo
0,2018,Marzo,3,CALABACINES,30061.59,1.390555555555555,41717.88,52.135,0.325,0.4538888888888889,hortaliza,2018-Marzo
0,2018,Marzo,3,OTR.HORTALIZAS/VERD.,101919.24,2.081666666666667,204105.05,79.29111111111109,1.0599999999999998,2.191111111111111,hortaliza,2018-Marzo
0,2018,Marzo,3,BROCOLI,11387.96,1.6094444444444445,18354.82,23.025,0.12555555555555556,0.20222222222222225,hortaliza,2018-Marzo
0,2018,Marzo,3,ALCACHOFAS,25616.14,1.6444444444444446,39045.12,29.700000000000006,0.2338888888888889,0.3638888888888889,hortaliza,2018-Marzo
0,2018,Marzo,3,VERD./HORT. IV GAMA,51022.18000000001,2.6777777777777776,133917.55000000002,63.67777777777778,0.5299999999999999,1.4022222222222225,hortaliza-envasada,2018-Marzo
0,2018,Marzo,3,NARANJAS,195672.13000000003,0.9483333333333334,184307.5,62.07166666666666,2.207222222222222,2.0933333333333333,fruta,2018-Marzo
0,2018,Marzo,3,MANDARINAS,53695.77,1.6955555555555557,91861.8,50.157222222222224,0.5816666666666667,0.9938888888888888,fruta,2018-Marzo
0,2018,Marzo,3,LIMONES,18033.370000000006,1.507777777777778,27727.83,35.46388888888888,0.1977777777777778,0.2988888888888889,fruta,2018-Marzo
0,2018,Marzo,3,PLATANOS,105221.60000000002,1.5,157849.22,81.0638888888889,1.1722222222222225,1.7605555555555557,fruta,2018-Marzo
0,2018,Marzo,3,MANZANAS,88025.67,1.4494444444444443,130126.24,67.96777777777778,1.0088888888888887,1.4661111111111107,fruta,2018-Marzo
0,2018,Marzo,3,PERAS,47470.6,1.505,71138.12,53.310555555555545,0.5188888888888888,0.7822222222222222,fruta,2018-Marzo
0,2018,Marzo,3,MELOCOTONES,413.05,2.1188888888888893,825.1,0.8572222222222223,0.004444444444444444,0.01,fruta,2018-Marzo
0,2018,Marzo,3,NECTARINAS,820.9399999999998,1.867222222222222,1738.97,2.103888888888889,0.009444444444444445,0.01888888888888889,fruta,2018-Marzo
0,2018,Marzo,3,ALBARICOQUES,270.35,1.3127777777777778,431.30000000000007,0.7705555555555557,0.0016666666666666663,0.0033333333333333327,fruta,2018-Marzo
0,2018,Marzo,3,FRESAS/FRESON,49273.38000000001,3.0388888888888888,145988.38999999998,61.91,0.5411111111111111,1.625,hortaliza,2018-Marzo
0,2018,Marzo,3,MELON,13443.27,1.5938888888888894,20732.53,9.708888888888888,0.11944444444444445,0.18611111111111112,fruta,2018-Marzo
0,2018,Marzo,3,SANDIA,4005.76,1.7977777777777777,7353.140000000001,4.0216666666666665,0.03611111111111112,0.06333333333333334,hortaliza,2018-Marzo
0,2018,Marzo,3,CIRUELAS,2792.03,3.1627777777777784,8621.75,7.764444444444443,0.02944444444444445,0.09333333333333334,fruta,2018-Marzo
0,2018,Marzo,3,CEREZAS,352.54,3.01,1118.11,1.0188888888888892,0.0016666666666666663,0.012222222222222223,fruta,2018-Marzo
0,2018,Marzo,3,UVAS,5309.980000000001,3.803888888888889,19511.76,12.316666666666668,0.05722222222222222,0.2155555555555556,fruta,2018-Marzo
0,2018,Marzo,3,KIWI,21585.4,2.7605555555555563,58361.06,37.93611111111111,0.2533333333333333,0.6966666666666667,fruta,2018-Marzo
0,2018,Marzo,3,AGUACATE,8942.15,3.681666666666666,32102.51,25.93666666666667,0.10333333333333336,0.3827777777777778,fruta,2018-Marzo
0,2018,Marzo,3,PIÑA,14869.66,1.6472222222222224,23224.88,18.49388888888889,0.17444444444444446,0.2766666666666667,fruta,2018-Marzo
0,2018,Marzo,3,OTRAS FRUTAS FRESCAS,17709.449999999993,2.765,48109.54000000001,27.772777777777787,0.1838888888888889,0.5055555555555556,frutas,2018-Marzo
0,2018,Marzo,3,POMELO,3079.67,1.7444444444444445,5469.94,4.219444444444445,0.03277777777777778,0.060555555555555564,fruta,2018-Marzo
0,2018,Marzo,3,CHIRIMOYA,0.0,0.0,0.0,0.0,0.0,0.0,fruta,2018-Marzo
0,2018,Marzo,3,FRUTAS IV GAMA,33960.719999999994,1.7555555555555555,59995.78,33.337222222222216,0.3705555555555555,0.6499999999999999,fruta-envasada,2018-Marzo
0,2018,Abril,4,PATATAS FRESCAS,158375.19999999998,0.7244444444444444,113903.37,62.298888888888904,1.7711111111111113,1.2794444444444444,hortaliza,2018-Abril
0,2018,Abril,4,PATATAS CONGELADAS,7493.569999999999,1.2894444444444444,9567.58,11.748333333333333,0.07777777777777778,0.10055555555555556,hortaliza,2018-Abril
0,2018,Abril,4,PATATAS PROCESADAS,10007.96,5.306666666666667,52609.54,42.255,0.09666666666666668,0.508888888888889,hortaliza-envasada,2018-Abril
0,2018,Abril,4,TOMATES,91072.42,1.7049999999999998,150618.63000000006,79.79611111111113,0.9300000000000002,1.59,hortaliza,2018-Abril
0,2018,Abril,4,CEBOLLAS,53335.10999999999,1.1416666666666666,59992.59999999999,67.36888888888889,0.5694444444444444,0.6533333333333333,hortaliza,2018-Abril
0,2018,Abril,4,AJOS,5543.449999999999,4.3361111111111095,23148.44,35.13388888888889,0.05944444444444445,0.25166666666666665,hortaliza,2018-Abril
0,2018,Abril,4,COLES,10779.63,1.0555555555555556,11249.05,16.42833333333333,0.11,0.115,hortaliza,2018-Abril
0,2018,Abril,4,PEPINOS,13330.11,1.3738888888888892,17757.89,29.36888888888889,0.13055555555555556,0.17888888888888888,hortaliza,2018-Abril
0,2018,Abril,4,JUDIAS VERDES,15891.12,2.5272222222222216,40193.60000000001,37.12277777777777,0.1711111111111111,0.43388888888888894,hortaliza,2018-Abril
0,2018,Abril,4,PIMIENTOS,38948.76000000002,1.757777777777778,65725.23000000001,64.67222222222222,0.405,0.7083333333333334,hortaliza,2018-Abril
0,2018,Abril,4,CHAMPIÑONES+O.SETAS,10803.28,3.623333333333333,39077.12,40.26277777777777,0.12222222222222225,0.43,hortaliza,2018-Abril
0,2018,Abril,4,LECHUGA/ESC./ENDIVIA,26255.63,2.697222222222221,72548.59999999999,61.37833333333333,0.3044444444444444,0.8077777777777778,hortaliza,2018-Abril
0,2018,Abril,4,ESPARRAGOS,10761.639999999998,2.6811111111111106,26455.959999999995,18.19111111111111,0.11277777777777775,0.2977777777777777,hortaliza,2018-Abril
0,2018,Abril,4,VERDURAS DE HOJA,12653.080000000002,2.3461111111111115,27169.29,25.30833333333333,0.13444444444444445,0.28111111111111114,hortaliza,2018-Abril
0,2018,Abril,4,BERENJENAS,12177.27,1.375,16544.23,29.471666666666675,0.11944444444444445,0.1622222222222222,hortaliza,2018-Abril
0,2018,Abril,4,ZANAHORIAS,26347.99,0.9161111111111109,24528.34,57.131111111111096,0.2955555555555556,0.27111111111111114,hortaliza,2018-Abril
0,2018,Abril,4,CALABACINES,32670.67,1.2955555555555556,41932.52,54.68944444444444,0.3644444444444444,0.4688888888888889,hortaliza,2018-Abril
0,2018,Abril,4,OTR.HORTALIZAS/VERD.,99367.1,1.9544444444444444,190935.35,80.28888888888889,1.0405555555555557,2.0111111111111106,hortaliza,2018-Abril
0,2018,Abril,4,BROCOLI,10490.85,1.62,15998.02,22.380000000000006,0.10111111111111112,0.16,hortaliza,2018-Abril
0,2018,Abril,4,ALCACHOFAS,25980.55,1.3261111111111112,32075.83,29.218333333333334,0.26611111111111113,0.3305555555555555,hortaliza,2018-Abril
0,2018,Abril,4,VERD./HORT. IV GAMA,54613.35999999999,2.5,138249.72000000006,67.665,0.5772222222222222,1.4361111111111107,hortaliza-envasada,2018-Abril
0,2018,Abril,4,NARANJAS,188777.37,0.9683333333333332,182200.4,59.36,2.1216666666666666,2.0638888888888887,fruta,2018-Abril
0,2018,Abril,4,MANDARINAS,40169.790000000015,1.6933333333333331,68473.8,41.29388888888889,0.4238888888888889,0.7211111111111109,fruta,2018-Abril
0,2018,Abril,4,LIMONES,17418.93,1.5655555555555554,26972.14,33.68611111111111,0.1938888888888889,0.3055555555555556,fruta,2018-Abril
0,2018,Abril,4,PLATANOS,105359.58,1.5261111111111112,161724.88,80.50777777777778,1.1622222222222225,1.7761111111111108,fruta,2018-Abril
0,2018,Abril,4,MANZANAS,87231.9,1.5111111111111108,133747.84,68.58666666666666,0.9755555555555556,1.4755555555555555,fruta,2018-Abril
0,2018,Abril,4,PERAS,47023.86,1.5711111111111107,73543.68,51.55944444444446,0.4972222222222223,0.7799999999999999,fruta,2018-Abril
0,2018,Abril,4,MELOCOTONES,483.9500000000001,1.6672222222222224,796.1300000000001,0.8455555555555554,0.0038888888888888883,0.007777777777777778,fruta,2018-Abril
0,2018,Abril,4,NECTARINAS,1358.76,1.8388888888888892,2783.48,2.6333333333333333,0.016666666666666666,0.04055555555555556,fruta,2018-Abril
0,2018,Abril,4,ALBARICOQUES,465.88,2.331111111111111,1281.36,1.7661111111111107,0.004444444444444445,0.011666666666666664,fruta,2018-Abril
0,2018,Abril,4,FRESAS/FRESON,70660.34999999999,2.3322222222222218,163456.28999999998,72.5427777777778,0.7794444444444445,1.8022222222222224,hortaliza,2018-Abril
0,2018,Abril,4,MELON,14501.28,1.846666666666667,26630.580000000005,11.757222222222222,0.14388888888888887,0.2638888888888889,fruta,2018-Abril
0,2018,Abril,4,SANDIA,12299.3,1.7594444444444446,20903.69,10.102222222222224,0.11111111111111112,0.19222222222222216,hortaliza,2018-Abril
0,2018,Abril,4,CIRUELAS,2962.28,2.960555555555556,8971.2,7.807222222222222,0.03055555555555556,0.08777777777777779,fruta,2018-Abril
0,2018,Abril,4,CEREZAS,99.16,4.022777777777779,318.11000000000007,0.3877777777777778,0.0005555555555555557,0.0022222222222222227,fruta,2018-Abril
0,2018,Abril,4,UVAS,4508.21,3.6944444444444446,16876.88,12.111666666666665,0.04944444444444445,0.18666666666666668,fruta,2018-Abril
0,2018,Abril,4,KIWI,22382.72,2.7694444444444444,61412.24000000001,37.396111111111104,0.2561111111111111,0.7022222222222223,fruta,2018-Abril
0,2018,Abril,4,AGUACATE,9410.62,3.606111111111111,32757.42,25.619444444444447,0.10333333333333332,0.3761111111111111,fruta,2018-Abril
0,2018,Abril,4,PIÑA,14498.22,1.6838888888888892,23868.39,18.06166666666667,0.16111111111111112,0.26333333333333336,fruta,2018-Abril
0,2018,Abril,4,OTRAS FRUTAS FRESCAS,18065.36,2.8922222222222222,51638.2,29.867777777777782,0.1927777777777778,0.545,frutas,2018-Abril
0,2018,Abril,4,POMELO,2972.33,1.5922222222222222,5310.08,3.2816666666666667,0.031111111111111117,0.054444444444444434,fruta,2018-Abril
0,2018,Abril,4,CHIRIMOYA,0.0,0.0,0.0,0.0,0.0,0.0,fruta,2018-Abril
0,2018,Abril,4,FRUTAS IV GAMA,35677.16,1.7533333333333332,62094.31,31.070555555555554,0.37,0.6433333333333333,fruta-envasada,2018-Abril
0,2018,Mayo,5,PATATAS FRESCAS,153275.32000000007,0.7522222222222221,115234.49,64.42055555555554,1.6916666666666669,1.2788888888888892,hortaliza,2018-Mayo
0,2018,Mayo,5,PATATAS CONGELADAS,7586.92,1.2672222222222222,9493.88,10.610555555555557,0.07500000000000001,0.09555555555555556,hortaliza,2018-Mayo
0,2018,Mayo,5,PATATAS PROCESADAS,10106.13,5.447777777777778,54271.02,43.08888888888888,0.0988888888888889,0.5311111111111111,hortaliza-envasada,2018-Mayo
0,2018,Mayo,5,TOMATES,102640.46,1.635,164020.46,78.48388888888887,1.016111111111111,1.6527777777777777,hortaliza,2018-Mayo
0,2018,Mayo,5,CEBOLLAS,56517.7,1.1055555555555554,61801.68,70.66833333333334,0.6216666666666667,0.6911111111111111,hortaliza,2018-Mayo
0,2018,Mayo,5,AJOS,5362.03,4.196666666666667,21735.26,37.928888888888885,0.06444444444444446,0.2661111111111111,hortaliza,2018-Mayo
